doc	page	section	body
2026학년도 학교회계 예산편성 및 집행지침	151	제3편 학교운영비 및 권장사업	제3편 학교운영비 및 권장사업\n- 151 -\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n9.\n발명교육\n센터지원\n●\n▸발명교육 \n활성화를 \n위한 \n발명교육 센터 운영\n▸발명교육센터 정규‧영재과정 운영\n▸발명교육센터 \n기타특색교육 \n운영\n▸교육공동체를 대상으로 하는 \n발명교육 프로그램 운영\n▸학생 교육과정 다양화 등을 \n위한 발명교육 행사 운영 및 \n지원 등\n참샘초 1교\n50,000천원\n▸기자재구입, \n연수물품, \n외부강사 \n수당 등\n선택적\n교육활동\n-기타 \n선택적\n교육활동\n-창의 \n교육운영\n학교\n정책과  \n장학사 \n김미연\n☎320\n-2534\n업무추진비 \n편성 가능\n▸시설비지출 \n자제  \n(필요시 \n사전협의)\n10. \n영재교육\n기관지원\n●●●\n▸ 영재학급 21교, 37개 학급 운영\n▸ 세종과학예술영재학교 영재\n교육원 3학급(39,000천원) \n▸ 사회통합영재학급 4개교 운영\n  -교당 2,250천원 추가 지원\n▸ 수학, 과학, 정보, 인문, 발명, \n정보AI 분야의 영재교육과정 운영\n▸ 영재입학전형 실시에 따른 \n지원(3월)\n▸ 사사과정, 체험학습을 위한 \n교육과정 운영\n▸ 영재교육 교육과정 운영울 \n위한 교구‧기자재‧설비 구축, \n자료 제작‧인쇄, 연수 및 \n홍보 등 \n학급당  \n8,000천원\n사회통합\n(읍면)추가 \n2,250천원\n▸강사비,재료비, \n협의회비, \n연구비, \n현장체험학습비 \n등\n선택적\n교육활동\n-기타 \n선택적\n교육활동\n-창의 \n교육운영\n학교\n정책과  \n장학사 \n이성기\n☎320\n-2514\n업무추진비 \n편성 가능\n▸담당교원 \n연구비 \n지급가능1인 \n연간 500천원 \n이내\n▸영재강사는 \n일반강사3에 \n준하여 집행) \n▸영재교육과정 \n중 실시되는 \n현장체험학습경비, \n교재비, 재료비 \n등 수익자 \n부담가능 \n단,사회적배려\n대상학생은 \n자비부담 \n경감 및 면제\n※ 2025 통합교부예산 세부사업 종료 및 변경\n - [세종미래학교]-[창의융합교육지원]-[학교내무한상상실운영지원]: 사업종료\n - [세종미래학교]-[창의융합교육지원]-[지능형과학실활용운영지원]: 단독 통합교부사업으로 변경
2026학년도 학교회계 예산편성 및 집행지침	152	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 152 -\n사업명\n12-4 유아교육지원\n기존 þ  \n신규 □ \n소속\n유초등교육과\n직ㆍ성명ㆍ연락처\n장학사 장유진(320-2111)\n□ 사업목적\n  ◦ 교육공동체가 함께 만들어가는 유치원 아이다움교육과정 운영 지원\n□ 관련근거 \n  ◦ ｢세종미래학교 추진 계획｣\n  ◦ ｢2026 세종미래학교 통합예산 추진 계획｣(학교정책과-16094, 2025.8.12.)\n□ 사업내용\n  ◦ 담당: 유초등교육과 유아교육담당, 세종교육원 유아교육부 \n  ◦ 운영내용\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n11. \n아이다움\n교육과정\n운영지원\n●\n▸우리유치원 교육과정 개발 \n및 운영\n▸우리유치원 연령별 교육과정 \n개발 및 운영\n▸학부모 협의체(놀이,동아리) 운영\n▸유치원교원 전문적 학습공동체\n운영\n - 교육과정, 수업, 평가, 생활\n교육 중심의 주제로 운영\n(단순 취미, 힐링 자제)\n - 매주 수요일 전문적학습\n공동체의 날 운영(권장)\n  ※ 학교 밖 전문적학습공동체 운영의 날 제외\n - 학교 자율 장학과 연계 운영\n학급당 \n2,100천원\n▸유치원교육과정 \n운영비\n▸전문적학습공동체\n운영비\n▸학부모협의체 \n운영비 등 \n교육과정에 \n필요한 운영비\n기본적\n교육활동\n-교과활동\n-교과활동 \n지원\n[전학공]\n인적자원\n운용 \n-교직원\n복지 및 \n역량강화\n-교직원\n역량강화\n유초등\n교육과  \n장학사 \n장유진\n☎320\n-2111\n업무추진비 \n편성 가능\n▸해당사업 \n운영과 무관한 \n예산집행금지\n▸비품구입비 \n편성불가
2026학년도 학교회계 예산편성 및 집행지침	153	제3편 학교운영비 및 권장사업	제3편 학교운영비 및 권장사업\n- 153 -\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n12.\n생태유아\n교육지원\n●●\n※ 확대사업 목적+통합\n▸유아 숲, 생태 관련 교육활동 \n운영 지원\n - 유아 숲생태 교육활동 운영비\n - 교육공동체 연수 및 교육지원\n▸전환형 숲·생태유치원 해당 사항\n - 대상: 두루유, 올망유, 가득유\n - 숲생태유치원 운영을 위한 \n비품, 시설비, 환경개선비 \n예산의 70%까지 편성 가능\n - 별도 안내에 따른 계획서, \n결과보고서, 정산서 제출 필수\n1) 유치원\n학급당 \n1,000천원\n▸숲, 생태 \n교육과정 운영에 \n따른 교육활동 \n운영비\n - 운영물품\n - 재료비\n - 입장료\n - 강사비 등\n기본적\n교육활동\n-교과활동\n-유치원\n교과활동\n기본적\n교육활동\n-창의적\n체험활동\n-현장체험\n학습활동\n선택적 \n교육활동\n-기타 \n선택적 \n교육활동\n-환경교육\n운영‘\n교육활동\n지원\n-교육여건\n개선\n-교육환경\n개선\n유초등\n교육과  \n장학사 \n현윤희\n☎320\n-2113\n▸해당사업 \n운영과 무관한 \n예산집행금지\n2) 전환형 \n숲생태유치원 \n두루유, 올망유\n가득유\n20,000천원\n추가지원\n▸숲, 생태 \n교육과정 운영에 \n따른 교육활동 \n운영비\n - 운영물품\n - 재료비\n - 입장료\n - 강사비 등\n▸ 비품구입, \n시설비 \n70%까지 \n편성가능\n▸ 업무추진비\n5%이내 \n편성 가능\n업무추진비 \n편성 가능\n13.  \n어깨동무\n유치원\n운영지원\n●\n▸읍면지역 소규모병설유치원 \n체험활동\n▸협의체 구축\n▸전문적학습공동체 운영\n -연수 및 교육지원\n▸공동교육과정 운영 지원\n -공동행사 운영비\n중심유치원\n3,600천원\n▸체험비, \n물품구입비,\n차량임차료,\n강사비\n기본적\n교육활동\n-창의적\n체험활동\n-현장체험\n학습활동\n유초등\n교육과  \n장학사 \n김혜진\n☎320\n-2112\n업무추진비 \n편성 가능\n▸해당사업 \n운영과 무관한 \n예산집행금지\n▸비품구입비 \n편성불가
2026학년도 학교회계 예산편성 및 집행지침	154	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 154 -\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n14. \n유·초\n이음교육 \n운영지원\n●●\n※ 전환사업 목적→통합\n▸유·초 이음교육 운영 전반\n - 개정 누리과정에 기반한 \n유·초 연계 교육과정 운영\n - 유·초 교원 전문적 학습공동체 \n구성\n - 맞춤형 컨설팅 실시 교원\n역량 강화 연수 실시 등\n - 학부모 연수 실시\n5세 유아 \n포함 \n학급당 \n1,050천원\n▸유·초 이음 \n교육운영에 \n따른 교육활동 \n운영비\n - 운영물품\n - 재료비\n - 입장료\n - 강사비 등\n기본적\n교육활동\n-교과활동\n-유치원\n교과활동\n기본적\n교육활동\n-창의적\n체험활동\n-현장체험\n학습활동\n유초등\n교육과  \n장학사 \n현윤희\n☎320\n-2113\n업무추진비 \n편성 가능\n(지원금의 \n5% 이내)\n▸자산취득비 \n(비품, 시설비) \n편성 불가\n▸해당사업 \n운영과 무관한 \n예산집행금지\n15. \n마을\n배움터\n운영지원\n●\n▸마을과 연계한 체험활동, \n협의체 구축, 인적‧물적 자원 \n활용을 통한 유치원 교육\n과정 운영 지원\n - (체험활동) 마을배움터 연계\n활동으로 우리 마을 돌아\n보기, 공공기관 방문 등 \n체험활동 \n - (협의체 구축) 마을배움터 \n운영 사전협의회 실시, 유아교육 \n나눔의 날 운영을 통한 \n운영사례 공유, 유치원-지역\n사회 상호간 교육공동체 \n기반 조성   \n - (마을자원 활용) 전문가, 마을\n교사, 학부모 등 인적 자원 \n및 공공기관, 가게, 숲, 공원 \n등 물적 자원 활용 \n1학급\n800천원\n \n5학급이하\n1,200천원\n6학급이상\n1,600천원\n▸체험비, \n물품구입비 \n차량임차료 \n강사비\n기본적\n교육활동\n-창의적\n체험활동\n-현장체험\n학습활동\n교육원\n유아\n교육부\n연구사 \n동정숙\n☎902\n-1351\n업무추진비 \n편성 불가\n▸비품구입비\n불가\n▸일회성 행사 \n지양
2026학년도 학교회계 예산편성 및 집행지침	155	제3편 학교운영비 및 권장사업	제3편 학교운영비 및 권장사업\n- 155 -\n사업명\n12-5 초등교육지원\n기존 þ  \n신규 □ \n소속\n유초등교육과\n직ㆍ성명ㆍ연락처\n장학사 이정미(320-2121)\n□ 사업목적\n  ◦ 학교 자치로 만들어가는 초등 세종미래학교 운영 지원 \n□ 관련근거 \n  ◦ ｢세종미래학교 추진 계획｣\n  ◦ ｢2026 세종미래학교 통합예산 추진 계획｣(학교정책과-16094, 2025.8.12.)\n□ 사업내용\n  ◦ 담당: 유초등교육과 초등교육담당\n  ◦ 운영내용\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n16. \n초등 \n생각자람\n교육과정\n운영지원\n●\n▸생각자람교육과정운영지원\n - 학교 고유의 창의적 교육\n과정 개발·운영 \n - 학교중점교육활동, 학년중점\n교육활동, 학교자율시간 개발·운영\n - 놀이활동 시간 안전관리를 \n위해 사용 가능\n공통지원금\n(15,600천원)\n+추가지원금\n      (단위:천원)\n학급 수\n예산액\n20이하20,000\n21～25 23,000\n26～30 26,000\n31～35 30,000\n36～40 34,000\n41～45 38,000\n46～50 42,000\n51～55 47,000\n56～60 52,000\n61이상57,000\n※동지역 혁신자치\n학교, 작은학교\n(12교)추가지원금 \n없음\n▸교육과정 운영에 \n따른 학생 직접 \n교육활동 운영비 \n(강사비, 재료비, \n입장료 등)\n기본적\n교육활동\n-교과활동\n-교과활동 \n지원\n기본적\n교육활동\n-창의적\n체험활동-\n자율활동\n현장체험\n학습활동,\n동아리활동, \n봉사활동\n유초등\n교육과  \n장학사 \n이정미\n☎320\n-2121
2026학년도 학교회계 예산편성 및 집행지침	156	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n16. \n초등 \n생각자람\n교육과정\n운영지원\n●\n▸전문적학습공동체운영\n - 교육과정, 수업, 평가, 생활\n교육 중심의 주제로 운영\n(단순 취미, 힐링 자제)\n - 매주 수요일 전문적학습\n공동체의 날 운영(권장)\n(학교 밖 전문적학습공동체 \n운영의 날 제외 必)\n - 학교 자율 장학과 연계 운영\n전문적학습 \n공동체운영비\n(학급수*100천원)\n▸전문적학습\n공동체운영비\n[전학공]\n인적자원\n운용 \n-교직원\n복지 및 \n역량강화\n-교직원\n역량강화\n[전학공]\n학교\n정책과  \n장학사 \n이주화\n☎320\n-2512\n업무추진비 \n편성 가능\n▸비품구입비 \n편성불가\n17.\n읍면지역\n특성화\n교육과정\n운영학교\n지원\n●●●\n【초등학교】\n▸작은학교 특색교육과정 운영 \n지원\n▸작은학교 교육력 제고를 위한 \n공동교육과정 및 학생 프로그램 \n운영 지원\n공통지원금\n(15,000천원)\n+학교수요반영 \n차등 지원\n+공동교육과정 \n운영비 지원\n  (신청교당 \n3,000천원)\n▸작은학교 \n특색교육과정 \n운영을 위한 \n학생교육활동\n운영비(강사비, \n재료비 등)\n▸공동교육과정 \n운영을 위한 \n작은학교간 \n전문적학습 \n공동체운영\n기본적 \n교육활동-\n교과활동-\n교과활동 \n지원\n기본적 \n교육활동-\n창의적 \n체험활동-\n자율활동\n현장체험 \n학습활동,\n동아리활동, \n봉사활동\n●\n유초등\n교육과  \n장학사 \n이정미\n☎320\n-2121\n업무추진비 \n편성 가능\n▸비품구입비 \n편성불가\n【중학교】\n▸읍·면 지역 학교 여건을 반영한 \n특색 교육과정 운영 지원 \n▸강점 기반 교육과정 운영 지원으로 \n읍면지역 중학교 교육력 제고  \n교당 \n10,000천원 \n∼20,000천원 \n차등 지급\n▸강사수당, \n연수비, \n프로그램 \n운영비,교육\n활동비 등\n기본적 \n교육활동\n-교과활동\n-교과활동 \n지원\n기본적 \n교육활동\n-창의적 \n체험활동-\n자율활동\n현장체험 \n학습활동,\n동아리활동, \n봉사활동\n●\n중등\n교육과  \n장학사 \n박민아\n☎320\n-2211\n업무추진비 \n편성 가능\n▸비품구입비 \n편성불가\n【고등학교】\n▸읍·면 지역 학교 교육과정 \n특성화 및 운영시스템 구축 \n▸읍·면 지역 교육력 제고를 위한 \n학생 프로그램 운영 지원\n사업대상교 \n교당 \n5,000천원\n▸강사수당, \n연수비, \n프로그램 \n운영비,교육\n활동비 등\n●\n중등\n교육과  \n장학사 \n유주현\n☎320\n-2215\n업무추진비 \n편성 가능\n▸비품구입비 \n편성불가
2026학년도 학교회계 예산편성 및 집행지침	157	제3편 학교운영비 및 권장사업	제3편 학교운영비 및 권장사업\n- 157 -\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n18. \n특색 \n교육과정\n운영을 \n위한 \n학교환경\n개선사업\n지원\n●\n※ 전환사업 목적→통합\n【초등학교】\n▸읍면지역 특색교육과정 운영 \n지원을 위한 학교환경개선\n사업[세종꿈마루 통합사업 \n연계] 지원\n교당 \n31,500천원\n촉진자용역비\n포함\n▸반드시 \n특색교육과정 \n연계 공간 \n구성에 사용\n기본적\n교육활동\n-교과활동\n-교과활동 \n지원\n유초등\n교육과  \n장학사 \n이정미\n☎320\n-2121\n업무추진비 \n편성 가능\n▸해당 공간에서 \n특색교육과정 \n운영을 위해 \n필요한 비품 \n구입비 편성 가능 \n(촉진자 용역비 \n제외하고 \n50% 이하 편성)
2026학년도 학교회계 예산편성 및 집행지침	158	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 158 -\n사업명\n12-6 중등교육지원\n기존 þ  \n신규 □ \n소속\n중등교육과\n직ㆍ성명ㆍ연락처\n장학사 박민아(320-2111)\n□ 사업목적\n  ◦ 세종 중학교 나다움 성장 교육과정 운영 지원\n  ◦ 학생 진로 맞춤형 중‧고 연계 교육과정 강화\n  ◦ 고등학교 미래지음 교육과정 지원으로 단위학교 고교학점제 운영 역량 강화 \n□ 관련근거 \n  ◦ ｢초·중등교육법｣ 제23조 및 제48조 \n  ◦ ｢세종미래학교 추진 계획｣\n  ◦ ｢2026 세종미래학교 통합예산 추진 계획｣(학교정책과-16094, 2025.8.12.)\n□ 사업내용\n  ◦ 담당: 중등교육과 중등교육과정담당, 중등장학담당, 직업교육담당\n  ◦ 운영내용\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n19. \n중학교 \n나다움\n성장교육\n과정지원\n●\n▸자유학기(1학년)-학습탐구집중\n학년(2학년)-진로집중학년\n(3학년) 등 교육활동 운영비 지원\n▸학교자율시간 운영을 위한 \n교육활동비 지원\n▸교육과정 관련 학생 동아리\n(과학, 수학, 정보, 환경 등) 지원\n▸전문적학습공동체운영\n - 교육과정, 수업, 평가, 생활교육, \n진로교육 등 학교 고유의 \n창의적교육과정 개발 운영을 \n위한 주제로 운영(단순 취미, \n친목도모 등 교육과정과 \n관련성 적은 활동 자제)\n - 매주 수요일 전문적학습공동체의 \n날 운영(권장), 학교 밖 전문적\n학습공동체 운영의 날은 제외\n - 학교 자율 장학과 연계한 \n전문적학습공동체 운영 권장\n학급수, 학생수, \n학교 수요를 \n반영하여 \n학교별 차등 지급\n학교별  2개 이상 \n동아리 활동 권장\n전문적학습 \n공동체운영비\n(학급수*100천원)\n▸자유학기, \n학습탐구 \n집중학년, \n진로집중 \n학년,학교 \n자율시간  \n운영을 위한 \n교육운영비, \n외부강사 수당 등 \n활용 가능\n기본적\n교육활동-\n자유학기 \n(년)활동-\n자유학기\n활동\n[전학공]\n인적자원\n운용 \n-교직원\n복지 및 \n역량강화\n-교직원\n역량강화\n중등\n교육과  \n장학사 \n박민아\n☎320\n-2211\n업무추진비 \n편성 가능\n▸비품구입비 \n편성불가
2026학년도 학교회계 예산편성 및 집행지침	159	제3편 학교운영비 및 권장사업	제3편 학교운영비 및 권장사업\n- 159 -\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n20.\n미래지음\n고교\n학점제\n지원\n●●\n▸고교학점제 도입에 따라 학생의 \n진로탐색 및 학업 역량 함양을 \n위한 일반고 특성화 교육과정 \n운영 지원\n▸전문적학습공동체운영\n - 교육과정, 수업, 평가, 생활교육, \n진로교육 등 학교 고유의 창의적\n교육과정 개발 운영을 위한 \n주제로 운영(단순 취미, 친목도모 등 \n교육과정과 관련성 적은 활동 \n자제)\n - 매주 수요일 전문적학습공동체의 \n날 운영(권장), 학교 밖 전문적\n학습공동체 운영의 날은 제외\n - 학교 자율 장학과 연계한 전문적\n학습공동체 운영 권장\n    (단위:천원)\n학급예산액\n∼22\n60,000\n23∼27 66,000\n28∼32 72,000\n33∼37 78,000\n38∼\n84,000\n전문적학습 \n공동체운영비\n(학급수*100천원)\n▸학생 과목선택권 \n확대를 목적으로 \n한 외부강사수당\n▸학생, 교원, 학부모 \n대상 고교학점제 \n관련 행사운영비\n▸고교학점제 안착을 \n위한 교육프로그램 \n운영비\n기본적\n교육활동\n-교과활동\n-교과활동 \n지원\n[전학공]\n인적자원\n운용 \n-교직원\n복지 및 \n역량강화\n-교직원\n역량강화\n중등\n교육과  \n장학사 \n윤진숙\n☎320\n-2214\n업무추진비 \n편성 가능\n(예산액의 \n6% 이내)\n▸교원의 단순 업무\n경감 지원비\n▸정규근무시간 \n소속교사강사수당\n▸시설비\n21.\n특화\n교육과정\n운영교\n지원\n●\n※ 전환사업 목적→통합\n▸고교학점제 도입에 따른 일반고 \n학생의 다양한 진로 및 학업 역량 \n강화를 위한 특화 교육과정 운영\n2,3학년 \n자연계열 \n중점과정\n:8,500천원\n2,3학년 \n인문·예술 \n계열 \n중점과정\n:6,500천원\n1학년 \n중점과정별\n:4,000천원\n특색프로그램 \n운영교\n:5,500천원\n▸중점과정 교수학습 \n활동을 위한 일반 \n수용비\n▸중점과정 교육과정 \n선택 과목 확대,\n중점과정 특강 및 \n캠프 운영을 위한 \n강사비\n▸중점과정 교수학습\n활동 지원 프로\n그램 운영을 위한 \n교육운영비 등\n기본적\n교육활동\n-교과활동\n-교과활동 \n지원\n중등\n교육과  \n장학사 \n윤진숙\n☎320\n-2214\n업무추진비 \n편성 가능\n(예산액의 \n6% 이내)\n▸단순 교사 수업\n시수 경감을 위한 \n수당 \n▸정규근무시간 \n소속교사강사수당\n▸시설비
2026학년도 학교회계 예산편성 및 집행지침	160	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 160 -\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n22.\n일반고\n직업교육\n위탁과정\n지원\n●\n▸일반고 직업교육 위탁과정 운영 \n및 희망교에 대한 운영비 지원\n▸직업교육 위탁과정 참여 희망 \n및 참여 학생‧학부모 대상 \n설명회, 위탁학생 체험활동 및 \n동아리 활동, 방과후활동, \n자격증 취득 준비 등 지원\n▸직업적성검사, 전문상담 등 \n위탁학생 대상 상담활동 지원\n▸직업교육 \n위탁과정 \n기관 \n사전‧사후 점검 지원\n▸직업교육 위탁과정 참여 학생 \n격려 및 생활 지도 등 지원 \n교당\n640천원\n▸운영물품\n▸강사비\n선택적\n교육활동-\n직업교육-\n직업교육\n운영\n중등\n교육과  \n장학사 \n김세나\n☎320\n-2232\n업무추진비 \n편성 가능\n▸기자재 및 자산\n취득성 물품 구입 \n등 사업 목적과 \n무관한 예산 집행 \n불가\n23.\n역사독도\n교육지원\n●●●\n▸학생 참여 중심의 지역사 탐구 \n활동을 통한 역사교육 활성화 \n지원\n▸지역사 관련 문헌조사, 답사 \n등을 통한 탐구 활동 및 교육 \n콘텐츠 제작\n▸독도교육주간·독도학생동아리 \n등 학교 현장에서 체험과 참여 \n중심의 독도교육 수업 프로그램 \n운영으로 독도교육 활성화 및 \n내실화\n교당\n1,152천원\n▸교육운영비\n▸운영물품\n▸강사비\n기본적\n교육활동-\n교과활동\n사회 \n교과활동\n기본적\n교육활동-\n창의적\n체험활동-\n자율·자치\n활동, \n동아리\n활동\n중등\n교육과  \n주무관 \n권기정\n☎320\n-2233\n백숙현\n☎320\n-2226\n업무추진비 \n편성 가능\n▸비품구입비 \n편성불가
2026학년도 학교회계 예산편성 및 집행지침	161	제3편 학교운영비 및 권장사업	제3편 학교운영비 및 권장사업\n- 161 -\n사업명\n12-7 국제외국어교육지원\n기존 þ  \n신규 □ \n소속\n중등교육과\n직ㆍ성명ㆍ연락처\n장학사 홍인선(320-2223)\n□ 사업목적\n  ◦ 교실 공간을 넘어 세계로 넘나드는 국제 이해 및 세계시민 역량 강화 지원  \n□ 관련근거 \n  ◦ ｢교육기본법｣ 제29조 제1항\n  ◦ ｢세종특별자치시교육청 국제교류활성화 조례｣ 제7조 학교지원\n□ 사업내용\n  ◦ 담당: 중등교육과 중등장학담당\n  ◦ 운영내용\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n24. \n국제교류\n협력학교\n지원\n●●●\n▸국제교류 협력학교: 국제사회를 \n이해하고 세계시민으로 성장하기 \n위한 다양한 주제의 프로젝트를 \n해외 협력학교와 함께 수행\n - 학년/학급/동아리 주제 중심 \n프로젝트, 학교 특색사업 등으로 \n운영하며 해외 협력학교는 \n교육청에서 매칭 지원\n - 영어, 한국어, 기타 언어로 진행 \n가능\n▸공동프로젝트 운영을 위한 수업 \n재료비, 제반비용 등 일체 활용\n▸연계성 있는 국제공동프로젝트 \n운영을 위한 해외 협력학교의 \n초청교류 운영을 통한 공동프로젝트 \n형태 다양화 \n국제공동\n프로젝트 \n운영학교 \n교당 \n3,000천원\n▸수업중심 국제 \n공동프로젝트 \n수행을 위한 \n수업 재료, 교재 \n및 교구, 컬처\n박스, 우편료, \n해외협력학교 \n내방교류 시\n체험비 등 \n선택적\n교육활동-\n국제교육-\n국제교육\n운영\n중등\n교육과  \n장학사 \n홍인선\n☎320\n-2223\n업무추진비 \n편성 가능\n▸비품구입비 \n편성불가
2026학년도 학교회계 예산편성 및 집행지침	162	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 162 -\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n25. \n외국어 \n교육지원\n●●\n▸(영어놀이터) 즐겁게 배우고 \n학습하는 영어교육 환경 조성을 \n위한 영어 놀이터 운영 지원\n▸(영어캠프) 영어 원어민 보조 \n교사를 활용한 기초 의사소통 \n능력 향상 캠프\n영어놀이터, \n영어캠프 \n운영비\n 교당 \n1,000천원\n(7학급 이하 \n500천원)\n▸영어놀이터: \n도서,학습교구․\n기자재, 자기\n주도 학습 프로\n그램 강사료,\n자료 제작․ 인쇄,,\n협의회 등\n▸영어 \n캠프: \n의사소통 능력 \n향상 등 영어\n캠프 \n운영비, \n학습 \n준비물 \n등 지원\n기본적\n교육활동-\n교과활동-\n외국어 \n교과활동\n중등\n교육과  \n장학사 \n차의진\n☎320\n-2225\n업무추진비 \n편성 가능\n▸비품구입비 \n편성불가
2026학년도 학교회계 예산편성 및 집행지침	163	제3편 학교운영비 및 권장사업	제3편 학교운영비 및 권장사업\n- 163 -\n사업명\n12-8 예술체육교육지원\n기존 þ  \n신규 □ \n소속\n중등교육과\n직ㆍ성명ㆍ연락처\n장학사 김종석(320-2241)\n□ 사업목적\n  ◦ 체육활동 참여 기회 확대 및 학생들의 자기주도적 건강관리 역량 신장\n  ◦ 창의 융합형 예술 인재 양성 및 문화 향유 역량 강화\n□ 관련근거 \n  ◦ ｢학교체육진흥법｣, ｢세종특별자치시교육청 생존수영교육지원 조례｣ \n  ◦ ｢문화예술교육 진흥법｣, ｢세종특별자치시 문화예술교육지원 조례｣ \n□ 사업내용\n  ◦ 담당: 중등교육과 체육예술담당\n  ◦ 운영내용\n세부\n사업명\n[대상학교급]\n사업 내용\n지원\n단가\n예산활용\n항목 \n예산세부\n항목\n(정책-단위\n-세부사업)\n사업\n담당자\n업무추진비\n편성\n지원불가 \n항목\n26. \n초등생존\n수영지원\n●●\n▸(초등) 초등생존수영 실기교육\n① ′26학년도 3~4학년 10차시 \n   필수 운영\n  ② (교육비) 10차시 기준 60,000원\n▸(특수) 필수 운영 차시 없음. \n추후 수요조사 결과에 따라 \n교육비 반영 예정\n① 일반학교 특수교육대상자 \n   10차시 기준 750,000원\n② 특수학교 4차시 기준 300,000원 \n※ 학교별 수영장 확정 시 조정\n※ (학교지원본부) 버스계약 및 \n보조인력인건비 지원 사항은 \n학교지원본부에서 안내 예정\n(초등, 10차시) \n60,000원×학생수\n(특수) \n교육비 추후 반영\n▸운영물품\n▸교육비\n▸간식비\n▸차량 임차비\n기본적\n교육활동\n-교과활동\n-체육 \n교과활동\n중등 \n교육과  \n장학사 \n김재동\n☎320\n-2243\n업무추진비 \n편성 불가\n▸비품구입비 \n편성불가
