doc	page	section	body
2026년도 교육공무직원 등 종합관리계획	31	3-1. 근로시간	◦ 지각·조퇴·외출\n -   지각·조퇴·외출 시간 합산하여 연차유급휴가일수에서 공제\n\n     ‣ 임금 지급 의무 없음 연차유급휴가일수 초과한 시간은 결근 처리\n                  ,\n\n\n◦ 결근\n -   직종별 법정근로시간·소정근로시간에 근로를 제공하지 않은 경우\n\n     ‣ 결근과 무단결근은 구분하며 반복되는 무단결근은 징계 사유 구성\n                        ,\n\n\n     ※ 무단결근은 사용자와 계약종료가 되는 것은 아니므로 계속근로기간에 포함\n◦ 근무 상황 기록·관리\n -   근무상황부(NEIS 근무상황부 및 각종 수기 결재부 등) 각종 근무\n     상황 기록·관리\n\n\n                      - 31 -
2026년도 교육공무직원 등 종합관리계획	32	3-2. 출장·연수·교육	3-2. 출장·연수·교육\n\n◦ 근거\n -「세종특별자치시교육청 교육공무직원 취업규칙」\n -「세종특별자치시교육청 특수운영직군 종사자 취업규칙」\n -「세종특별자치시교육청 전국학교비정규직노동조합 단체협약서」\n                       -\n\n\n◦ 출장\n -   업무와 관련된 공적 업무 수행을 위한 근무지 밖 활동\n     ‣ 체험학습 현장학습 보건증 발급 등의 활동 단체협약 제 조·제 조\n           ,       ,                   (       69       107   )\n\n\n -   근로시간으로 처리, 이동시간은 근로시간에 포함하지 않음\n -   사전에 전자결재(NEIS) 등의 기관장 허가 필요\n\n◦ 연수 및 교육\n -   자기 개발 및 직무 능력 향상을 위한 교육·훈련 참석\n -   교육청이 주관하는 연수일 경우 근로시간 인정(단체협약 제69조 제107조)      ·\n     ※ 이동시간은 연수시간에 미포함\n     ※ 교육청에서 주관하는 연수일지라도 연수의 성격에 따라 근로시간으로\n       미인정될 수 있음\n -   사전에 전자결재(NEIS)등의 기관장 허가 필요\n                  < 출장·연수·교육 처리 방법 >\n\n     시간          임금                 출장여비        방법\n\n 근로시간 내        추가 지급 없음\n                                공무원 여비 지급   실제 출장 필요 시간만\n        업무와 연관성이 있을 경우,           기준 준용          사용\n 근로시간 외\n        연장근로수당 등 지급 가능\n\n ※ 업무의 연관성이 있을 경우 출장 여비 및 임금 병급 지급\n\n\n                           - 32 -
2026년도 교육공무직원 등 종합관리계획	33	3-2. 출장․연수․교육	◦ 조합원 교육\n -   학교회계연도 기준으로 연 24시간 범위(1개월 8시간 이하) 내 사용\n -                     –\n     전자로 복무 신청 시(NEIS) 교육 조합원 교육 복무 상신, 출장여비 지급 불가\n -   교육 수료 여부 확인\n     ‣ 학교 채용 근로자의 경우 복무신청일 교육수료일 동일 여부 확인\n                                 -\n\n\n     ‣ 휴일·방학 중 비 근무자의 방학 중 교육 시 가산 없이 통상임금 기준으로 지급\n\n\n                        - 33 -
2026년도 교육공무직원 등 종합관리계획	34	3-3. 휴일	3-3. 휴일\n\n (휴일) 근로 제공 의무가 없는 날로 소정근로일에서 제외\n\n\n◦ 근거\n -「세종특별자치시교육청 교육공무직원 취업규칙」\n -「세종특별자치시교육청 특수운영직군 종사자 취업규칙」\n -「세종특별자치시교육청 전국학교비정규직노동조합 단체협약서」\n                          -\n\n\n -   기타 근로기준법 등 관계법령\n\n◦ 근로자의 날\n - 관련 「근로자의 날 제정에 관한 법률」 월 일\n     (     )                                    (5   1   )\n\n\n -   근로계약을 체결한 모든 근로자에게 적용되는 휴일\n\n ‣ 적용 제외자 교육공무원법 제 조에 따라 임용된 기간제 교원 개인사\n                  :                 32                           ,\n\n\n         업주(방과후 강사), 그 외 근로계약이 아닌 위촉 등 다른 계약 관계에\n         있는 자원봉사자 등\n\n◦ 공휴일 및 대체 공휴일\n - 관련 「관공서의 공휴일에 관한 규정」 일요일 제외\n     (     )                                (                )\n\n\n -   (방학       중 비근무자) 방학기간 중 공휴일 적용 제외, 신정(1월 1일)과\n     설 연휴 3일 및 광복절에 한해 적용\n\n     ‣ 적용 제외자 주 평균    :        시간 미만 근로자, 감시·단속적 근로자\n                              15\n\n\n◦ 개교기념일 및 재량휴업일\n -   (관련)      취업규칙 및 단체협약\n\n -   정상적 학교 운영 시 근로일로 함\n\n     ‣ 적용 제외자 주 평균    :       15   시간 미만 근로자, 감시·단속적 근로자\n\n\n                                   - 34 -
2026년도 교육공무직원 등 종합관리계획	35	3-3. 휴일	◦ 주휴일\n  -   (관련)      「근로기준법」 및 직종별 협약 등\n  -   사용자가 1주간의 소정근로일을 개근한 근로자에게 1주일에 평균\n      1   회 이상 유급으로 부여하는 법정 휴일\n      ※ 교육공무직원 및 특수운영직군 종사자 주휴일은 일요일로 함\n                     < 주휴일 부여 요건 등 >\n\n  구분                 부여                    미부여\n              1주 이상 근로관계 존속, 1주      1주 소정근로시간 15시간 미만\n                소정근로일 개근한 경우            초단시간 근로한 경우\n            4주 평균(4주 미만의 경우 계약기간\n            평균) 소정근로시간이 15시간 이상인      감시·단속적 근로자인 경우\n  일반                  경우\n           취업규칙 등에서 정한 유급 휴가·휴일 등   한 주 전체 소정근로일에 근로를\n                    사용한 경우              제공하지 않은 경우\n\n            주휴일 이후 근로관계 존속한 경우      주휴일 이전 근로관계 종료된 경우\n 방학 중\n      방학 중 1주 15시간 이상 근무가 예정된\n 비근무자                               방학 중 1주 15시간 이상 근무하지\n        날을 근무할 경우 다음 주 근무가\n 방학 중                                       않은 경우\n        예정되지 않더라도 주휴일 부여\n  근로\n\n※ 취업규칙 등에서 정한 유급 휴가·휴일을 사용하더라도, 1주 전체에 근로가 없을\n  경우 주휴일 미부여\n          휴무일\n◈ 근로시간이 편성되지 않은 날로 소정근로일에서 제외\n\n - 통상근로자 : 월~금 근로할 경우 토요일\n\n - 교대근무자(당직원 등) : 비번일\n - 방학 중 비근무자 방학 기간\n   ※ 방학 중 비근무자 방학 기간(휴무일): 방학 중 비근무자 연차유급휴가일수 산정 시에\n     소정근로일에는 포함됨\n\n\n                           - 35 -
2026년도 교육공무직원 등 종합관리계획	36	3-4. 휴가	3-4. 휴가\n\n (휴가) 근로 제공 의무가 있지만 단체협약·취업규칙 등에 따라 근로 제공 의무 면제\n\n\n◦ 근거\n -「세종특별자치시교육청 교육공무직원 취업규칙」\n -「세종특별자치시교육청 특수운영직군 종사자 취업규칙」\n -「세종특별자치시교육청 전국학교비정규직노동조합 단체협약서」\n                         -\n\n\n -   기타 근로기준법 등 관계법령\n\n◦ 연차유급휴가\n - 관련 「근로기준법」제 조 및 취업규칙 등\n     (    )              60\n\n\n -   전년도 출근율에 따라 발생한 휴가를 부여함으로써 정신적·육체적\n     휴양의 기회 제공\n\n     ‣ 근로자가 사전에 일자를 지정하여 청구하면 기관 학교 운영에          (     )\n\n\n         막대한 지장이 없을 시 기관장(학교장)의 허가로 휴가 부여\n -   연차유급휴가일수\n\n근무형태 부여조건         연차일수           사용시기    미사용시        연차휴가 가산\n\n           1년간\n          출근율       15일\n상시       80% 이상\n근로자        1년간\n                 1개월 개근 시               사용 시기가 끝난  3년 이상 계속\n          출근율                  연차유급휴가\n                     1일                     이후      근로한 경우,\n         80% 미만                 청구권\n                                         연차미사용일수   1년을 초과하는\n           1년간                 발생일로부터\n                                            만큼    매2년에 1일 가산\n          출근율       15일          1년간\n                                         수당으로 지급    (최대 25일)\n방학 중     80% 이상\n비근무자       1년간\n                  출근율 비례\n          출근율\n                (부여일수×출근율)\n         80% 미만\n\n※ 입사 1년 미만 근로자는 1개월 개근 시 1일의 연차 부여\n                              - 36 -
2026년도 교육공무직원 등 종합관리계획	37	3-4. 휴가	근로년수별 연차급휴가일수\n\n근로년수   입사년도   1년    2년    3년    4년        5년     6년     7년    8년    9년    10년\n\n휴가일수   11일    15일   15일   16일   16일       17일    17일    18일   18일   19일   19일\n\n근로년수   11년    12년   13년   14년   15년       16년    17년    18년   19년   20년   21년\n\n휴가일수   20일    20일   21일   21일   22일       22일    23일    23일   24일   24일   25일\n\n※ 기관(학교)의 회계연도에 따라 부여되며, 회계연도 중간에 채용될 경우 채용된 기간에\n  비례하여 연차유급휴가 부여\n ‣ 중간에 채용 될 경우 연차유급휴가 회계연도 기준 적용 근로자 동의서 징구\n                     < 출근일 및 소정근로일 기준 >\n\n   출근일 간주 및 소정근로일 포함                            출근일 및 소정근로일 제외\n\n   업무상 부상·질병 휴직(산재 휴직) 기간                       법정 또는 약정휴일(약정 휴무일)\n\n    출산 전·후 휴가 및 유산·사산 휴가                    사용자의 귀책 사유로 인한 휴업 기간\n\n   예비군 훈련기간, 민방위·동원훈련 기간                           적법한 쟁의행위 기간\n\n       공민권 행사를 위한 휴무일                                 노조 전임 휴직 기간\n\n΄18. 5. 29. 이후 신청한 자녀 1명당 최초 1년의\n                                         ΄18. 5. 28. 까지 신청한 육아휴직 기간\n                육아휴직 기간\n     ΄24. 10. 22. 이후(΄24. 10. 22. 포함) ΄18. 5. 29. 이후 신청한 자녀 1명당 최초 1년\n         육아기·임신기 근로 시간 단축                         이후의 육아휴직 기간\n\n       연차유급휴가, 생리휴가, 병가                                질병 휴직 기간\n\n 특별 휴가(경조사 휴가, 난임 치료 휴가 등)                       가족 돌봄 휴직(휴가) 기간\n\n\n                                 - 37 -
2026년도 교육공무직원 등 종합관리계획	38	3-4. 휴가	◦ 병가\n -   (관련)   취업규칙 및 단체협약\n\n -   병가 일수\n\n           구분                 병가 일수             유급 일수\n\n         교육공무직원               연간 60일             연간 60일\n\n         특수운영직군                            시설관리원, 환경실무사 : 30일\n                              연간 30일\n          종사자                               그 외 : 10일(무급 20일)\n\n\n -   병가 기간이 30일 이상 계속되는 경우 기간 중의 휴무일 및 휴일\n     (   일요일, 공휴일 등) 포함하여 병가 기간 산정\n\n -   연속 7일 또는 누계 10일 초과 시 진단서 또는 이에 갈음하는 서류 첨부\n     ※ 이에 갈음하는 서류 : 소견서, 진료 확인서 등\n -   근로계약 기간이 1년 미만일 시 1년을 기준으로 실 근무기간에 비례하여\n     병가 일수, 유급병가 일수 부여\n\n◦ 공가\n -   (관련)   취업규칙 및 단체협약\n\n -   필요한 기간(시간) 공가 허용 및 해당 기간(시간) 유급 처리\n\n -   공가 사유\n\n     ‣ 병역법 등 관련 법령에 따른 징병 검사·소집·검열·점호 등에 응하거나\n          각종 동원 또는 훈련에 참가하는 경우\n     ‣ 공무에 관하여 국회 법원 노동위원회 검찰 그 밖의 국가기관에 의해 출석을 요청받았을 때\n                  ,   ,          ,     ,\n\n\n     ‣ 공직선거법 및 국민투표법의 규정에 따른 선거 및 투표에\n          참가하는 경우\n     ‣ 천재지변·교통차단 그 밖의 사유로 출근이 불가능한 경우\n                          ,\n\n\n     ‣ 산업안전보건법 또는 국민건강보험법 시행령에 따른 건강검진을 받을 때\n                                 - 38 -
2026년도 교육공무직원 등 종합관리계획	39	3-4. 휴가	‣ 단체교섭 노사협의회 산업안전보건위원회에 위원으로 참석한 때\n              ,         ,\n\n\n     ‣ 혈액관리법에 따른 헌혈에 참가할 때\n     ‣ 결핵예방법에 따른 결핵 검진을 받을 때\n     ‣ 올림픽·전국체전 등 국가 또는 지방 단위의 주요 행사에 참가할 때\n◦ 특별휴가\n -   (관련)   단체협약 및 취업규칙\n -   경조사 휴가, 자녀 관련 휴가 등\n                              < 경조사 휴가 >\n\n구분          대상     일수 필요 서류(예시)                   사용 방법\n\n                                         - 사유 발생한 날 포함하여 전·후 사용\n            본인     5\n                             청첩장 또는   예시) 토요일이 결혼식일 경우 금요일\n결혼                          혼인관계증명서   또는 월요일부터 사용 가능\n            자녀     1           등    - 본인이 결혼할 경우, 사유 발생한 날 포함\n                                      30일 이내 연속 사용 가능\n                                         - 3회 분할 사용     가능,   출산일로부터\n출산          배우자    20 출산(예정)증명서\n                                           120일 이내 사용\n                            가족관계증명서\n입양          본인     20       또는 입양 관계\n                              확인서\n       배우자, 본인 및\n                   5\n       배우자의 부모\n      본인 및 배우자의\n                   3                     - 사유 발생한 날을 포함하여 사용\n       조·외조 부모\n   자녀 및 그 자녀의               가족관계증명서        단, 사유 발생한 날이 휴(무)일일 경우\n사망                 3\n      배우자                   또는 사망진단서       휴(무)일 이후 근로일부터 사용\n      본인 및 배우자의                            예시) 토요일 사망→월요일부터 사용\n                   3\n        형제자매\n       본인 및 배우자의\n                 1\n      형제 자매의 배우자\n\n     ※ 경조사 휴가 : (원칙) 분할 사용 불가\n\n\n                                - 39 -
2026년도 교육공무직원 등 종합관리계획	40	3-4. 휴가	< 자녀 관련 휴가 >\n\n              사유                 일수 필요 서류(예시)        사용 방법\n\n고등학생 이하 자녀를 둔 근로자가 자녀 학교(초·               가정통신문,\n중등교육법 제2조의 학교 및 유아교육법 제2조의                진료확인서,\n                                     2           - 시간 단위 사용 가능\n유치원 및 영유아보육법 제2조 어린이집) 행사에               가족관계증명서\n참여할 경우, 병원 진료, 자녀 돌봄                        등\n\n     본인, 군 입영 자녀 입영일 또는 수료일          1   입영통지서 등 - 당일만 사용 가능\n\n\n◦ 생리휴가\n - 관련 「근로기준법」제 조\n     (   )             73\n\n\n -   여성 근로자가 청구 시 월 1일의 무급휴가 부여\n\n\n                            - 40 -
2026년도 교육공무직원 등 종합관리계획	41	3-5. 모성보호제도	3-5. 모성보호제도\n\n◦ 근거\n -「남녀고용평등과 일·가정 양립 지원에 관한 법률」 등 관련 법령\n -「세종특별자치시교육청 교육공무직원 취업규칙」\n -「세종특별자치시교육청 특수운영직군 종사자 취업규칙」\n -「세종특별자치시교육청 전국학교비정규직노동조합 단체협약서」      -\n\n\n◦ 모성보호 관련 휴가 등\n -   난임 치료 휴가 : 인공수정 또는 체외수정을 위한 난임 치료 시 부여\n     ‣ 연 일 최초 일 유급 단 체외수정 시술의 경우 총 일 유급\n        3    ,             1               (    ,                       2            )\n\n\n -   유·사산 휴가 「근로기준법시행령」 제 조에 따라 부여\n                       :                                 43\n\n\n     ‣ 임신 주수에 따라 일 일 청구 가능        5        ~90\n\n\n -   태아검진시간 「모자보건법」 제 조에 따라 검진에 필요한 시간 부여\n                       :                            10\n\n\n                                  < 주수 별 필요 횟수 >\n                   주수                                           횟수\n            임신 확인 ~ 28주                                       4주마다 1회\n            임신 29주 ~ 36주                                      2주마다 1회\n             임신 37주 이후                                        1주마다 1회\n\n -   임신기 근로시간 단축 : 1일 최대 2시간 단축 허용\n     ‣ 임신  주 이내 또는 32주 이후 여성 근로자 대상으로, 1일 8\n            12\n\n\n      시간 미만 근로자는 1일 근로 시간이 6시간 되도록 허용 가능\n -   출산 전·후 휴가 : 임신 중인 교육공무직원에게 출산 전·후 휴가 부여\n     ‣ 단태아 일 다태아\n            : 90   ,           : 120  일 부여(단, 출산 후 단태아 45일, 다태아 60일 확보)\n -   육아시간\n     ‣ 생후 년 미만의 유아를 가진 여성 근로자 대상으로 일 회\n            1                                                               1    2\n\n       각 30분 이상의 유급 수유시간 허용\n     ‣ 만 세 또는 초등학교 학년 이하의 자녀를 가진 근로자는 개월의\n        8                              2                                    36\n\n\n                                               - 41 -
2026년도 교육공무직원 등 종합관리계획	42	3-5. 모성보호제도	범위에서 1일 최대 2시간의 유급 육아시간 사용 가능\n    ‣ 유급 수유시간을 사용하는 여성 근로자의 경우 육아시간은\n      유급 수유시간을 포함하여 1일 최대 2시간으로 함\n    ‣ 육아시간은 육아휴직 또는 육아기 근로시간 단축 중이 아닌 기간에\n                  ‘                   ’           ‘                                ’\n\n     별도로 부여함\n-                                 「\n    육아기 근로시간 단축 : 남녀고용평등과 일·가정 양립 지원에 관한 법률                                                     」\n    제19조의 2 및 동법 시행령에 따라 부여\n‣ 육아기 근로시간 단축 분할 사용 가능 단 회의 기간 개월 이상 사용                             ,    1              1\n\n\n                                      < 육아기 근로시간 단축 >\n                                                                                       단축 후\n         대상                               단축 기간                           단축시간                 임금\n                                                                                       근로시간\n\n      만 12세 이하 또는             1년+법정육아휴직(1년)\n                                                                               1일\n     초등학교 6학년 이하의             미사용 기간의 2배 가산                                        주 15~35시간   무급\n                                                                             1~5시간\n      자녀가 있는 근로자                  최대 3년\n\n\n    ※ 계속 근로기간 6개월 이상일 경우 신청 가능\n‣ 육아기 근로시간 단축 신청 시작하려는 날의 일 전까지 제출                    :                            30\n\n\n‣ 육아기 근로시간 단축 종료 「남녀고용평등과 일·가정 양립                          :\n\n\n  지원에 관한 법률 시행령」제 조의 의 사유 발생 시 종료                              15            3\n\n\n-가족돌봄휴가 「남녀고용평등과 일·가정 양립 지원에 관한 법률」\n                          :\n\n    제22조의 2 및 동법 시행령에 따라 부여\n    ‣ 가족의 질병 사고 노령 자녀 양육의 사유가 있는 경우 허용\n                      ,       ,           ,\n\n\n    ‣ 연간 무급 일을 일 단위로 사용 가능 가족돌봄휴직기간에 포함\n                  10                                                     ,\n\n\n-   가족돌봄근로시간단축 「남녀고용평등과 일·가정 양립 지원에 관한 법률」\n                                  :\n\n    제22조의 3 및 동법 시행령에 따라 부여\n    ‣ 가족돌봄 본인 건강돌봄\n              ,     세 이상 근로자 본인의 은퇴 준비,       ,       55\n\n     근로자 본인의 학업을 위한 경우 허용\n    ‣ 단축 기간 최대 년으로 일          1                   1            2~5      시간 무급으로 사용\n    ※ 단축 후 근로시간: 주15~30시간\n\n                                              - 42 -
2026년도 교육공무직원 등 종합관리계획	43	4-1. 보수체계 (지급기준)	□\n4 임금\n\n\n4-1. 보수체계 (지급기준)\n\n◦ 근거\n -   교육부 및 전국시도교육청과 전국학교비정규직연대회의간 단체\n     (   임금)협약서\n\n◦ 지급대상\n -   각종수당(처우개선수당) 지급 직종에 해당하며 재직 중인 교육\n     공무직원 및 특수운영직군으로, 주 소정근로시간이 15시간 이\n     상인 자\n     ※ 단, 계약기간 1개월 미만 근로자 제외\n◦ 수당별 지급기준\n                                                  지급       방학 중1)   신분2)\n         구   분             지급금액\n                                                  기준       비근무자     변동\n                 ▸1유형: 2,266,000원\n         기본급                                      매월        일할      일할\n                 ▸2유형: 2,066,000원\n\n                 ▸2018년 이후채용자(상한: 만23년 근속)\n                  - 월40,000원~920,000원\n     근속수당        ▸2017년 이전채용자(상한: 만25년 근속)        매월        월할      일할\n                  - 월40,000원~1,000,000원\n                  ※ 급간 40,000원\n\n     정액급식비       ▸월 150,000원                      매월        일할      일할\n\n     가족수당        ▸공무원 수당 준용                       매월        월할      월할\n\n                                                             전액      전액\n     명절휴가비       ▸연 1,850,000원 (1회: 925,000원)   설, 추석\n                                                            (재직)    (재직)\n                                                  연 2회\n         상여금     ▸연 1,000,000원 (1회: 50만원)                   전액      월할\n                                                (7월,12월)\n\n 행정실무수당          ▸월 50,000원                       매월         -      일할\n\n\n                                 - 43 -
2026년도 교육공무직원 등 종합관리계획	44	4-1. 보수체계(지급기준)	지급   방학 중1)   신분2)\n    구   분              지급금액\n                                         기준   비근무자     변동\n\n  특수업무수당      ▸월 50,000원                 매월     -      일할\n\n  특수지원수당      ▸월 50,000원                 매월    일할      일할\n\n                                              조리사\n  면허가산수당      ▸기본급의 5%                   매월            일할\n                                              일할\n\n  위험근무수당      ▸월 50,000원                 매월    일할      일할\n\n    위생수당      ▸월 30,000원                 매월    일할      일할\n\n ※ 당직원, 환경실무사: 근속수당 제외, 상여금 연 500,000원\n\n1) 방학 중 비근무자의 “방학기간 속한 달”\n2) 신분변동: 휴직, 복직, 퇴직, 무급병가, 출산휴가 60일 이후(쌍생아 75일 이후) 등\n※ 수당별 지급기준은 주 소정근로시간 40시간 기준임\n※ 주 소정근로시간 40시간 미만 근로자는 시간 비례 지급(정액급식비, 가족수당 제외)\n※ 배우자가 교육공무직원ㆍ공무원ㆍ교사이거나 인건비를 국고 또는 지방비에서\n  보조하는 기관에 근무하는 경우, 가족수당을 부부가 중복 지급 받을 수 없음\n\n\n                           - 44 -
2026년도 교육공무직원 등 종합관리계획	45	4-2. 4대 사회보험 관리	4-2. 4대 사회보험 관리\n\n◦ 관련근거\n  ｢국민연금법｣ 제 조 및 제 조\n  -                            88          89\n\n\n  ｢국민건강보험법｣ 제 조 및 제 조\n  -                                   77            78\n\n\n  ｢고용보험 및 산업재해보상보험의 보험료 징수 등에 관한 법률｣제 조의\n  -                                                                                     16            2\n\n\n◦ 대 사회보험 제도\n      4\n\n구분            고용보험              산업재해보상보험                  국민연금                    건강보험\n\n누리집       http://total.comwel.or.kr                  https://edi.nps.or.kr   https://edi.nhis.or.kr\n\n\n                                                     ‣1개월 이상, 월60시간          ‣1개월 이상, 월60시간\n          ‣1개월 이상, 월60시간\n                                                      이상 근로자                  이상 근로자\n           이상 근로자\n                                                       (18세이상 60세미만)         ‣일용근로자 중 1개월\n가입        ‣1개월 60시간 미만인\n                                ‣모든 근로자              ‣일용근로자 중 1개월             이상 근로하면서, 월8일\n대상         단시간 근로자(3개월\n                                                      이상 근로하면서, 월8일           이상 또는 월60시간\n           이상 고용시)\n                                                      이상 또는 월60시간             이상인 자\n          ‣1개월 미만 일용근로자\n                                                      이상인 자                  ‣공무원\n\n\n당연\n                                                     ‣18세 이상 60세\n적용        ‣65세 미만               ‣가입 연령제한 없음                                  ‣가입 연령제한 없음\n                                                      미만 근로자\n연령\n\n\n          ‣1개월 60시간 미만인\n           단시간 근로자(3개월\n           미만 고용시)\n                                                                             ‣1개월 미만 일용근로자\n          ‣65세 이후에 고용된자                              ‣만60세 이상 근로자\n적용                                                                           ‣1개월 60시간 미만인\n           (실업급여는 적용제외,         ‣타연금 가입자             ‣1개월 미만 일용근로자\n제외                                                                            단시간 근로자\n           고용안정·직업능력개발           (공무원 등)             ‣1개월 60시간 미만인\n대상                                                                           ‣의료급여 수급자인\n           사업은 적용)                                    단시간 근로자\n                                                                              근로자\n          ‣타연금가입자(공무원 등)\n          ‣외국인\n           (체류자격에 따라 적용)\n\n\n취득일       ‣인사발령일\n\n\n                                           - 45 -
2026년도 교육공무직원 등 종합관리계획	46	4-2. 4대 사회보험 관리	구분             고용보험             산업재해보상보험              국민연금                   건강보험\n\n상실일        ‣사유 발생일 다음날\n\n\n취득\n           ‣사유 발생일이 속하는 달의 다음달 15\n상실                                                ‣사유 발생일이 속하는          ‣사유발생일로부터\n           일까지(일용근로자는 다음달 15일까지\n신고                                                달의 다음달 15일까지          14일 이내\n           근로내용확인 신고서 제출)\n기한\n\n                                                                        ‣건강: 소득월액×7.19%\n보험료\n                                                                         (본인3.595%, 기관3.595%)\n산정         ‣소득월액×2.65%          ‣소득월액×0.96%       ‣소득월액×9.5%\n                                                                        ‣장기요양:\n(26년        (본인0.9%, 기관1.75%)    (기관에서 전액 부담)      (본인4.75%, 기관4.75%)\n                                                                          건강보험료×13.14%\n기준)\n                                                                          (본인50%, 기관50%)\n\n소득\n           ‣근로소득에서 비과세 소득을 차감한 소득\n범위\n\n취득         ‣인사발령일이 매월1일자인 경우 취득 월부터 부과\n신고         ‣인사발령일이 월 중간인 경우 다음 달부터 부과\n보험료        ‣일용직, 단시간근로자는 근로내용 확인\n부과          신고서 제출\n상실\n신고         ‣고용관계 종료월의 근무일을 기준으로\n                                                  ‣상실사유 발생일이 속하는 달까지 부과\n보험료         일할 계산하여 부과\n부과\n                                                                         ‣휴직자 등 직장가입자\n                                                  ‣사업장가입자 연금\n휴직         ‣근로자 휴직 등 신고                                                   보험료 납입고지\n                                                   보험료 납부예외신청\n                                                                          유예 신청\n                                                                         ‣휴직자 등 직장가입자\n           ‣신고 불필요, 휴직종료일에 자동 복직                  ‣사업장가입자 연금\n                                                                          보험료 납입고지\n            처리                                     보험료 납부재개신고\n복직                                                                        유예 해지 신청\n           ‣휴·복직 신청은 각 기관 사이트(국민건강보험EDI, 국민연금EDI, 고용산재토탈서비스)\n            에서 각각 신청\n\n\n◦ 일용근로자 유의사항\n  -    고용ˑ산재보험 가입 필수\n\n  -    1   개월 이상이고 월 8일 이상 또는 월 60시간 이상인 경우 국민ˑ\n       건강보험 가입\n\n\n                                         - 46 -
2026년도 교육공무직원 등 종합관리계획	47	4-2. 4대 사회보험 관리	◦ 신고기한 준수\n  -   신고 법정기한: 다음달 15일까지 신고\n\n  -   고용보험 과태료 유예기한: 법정기한이 속하는 달의 다음달 15일까지\n\n      ☞ 미신고 또는 지연신고시 고용보험 과태료 부과\n\n ◦ 4대보험 가입대상 사례\n          사 례                건강보험       국민연금   고용보험      산재보험\n\n                                                  X\n· 공무원                               O    X      (임기제:     X\n                                               실업급여 O)\n\n· 1개월 이상, 월 60시간 이상 근로자\n                                    O    O       O        O\n(교육공무직원, 기간제교사, 스포츠강사 등)\n\n· 일용근로자 중 1개월 이상 근로하면서,\n                                    O    O       O        O\n월 8일 이상 또는 월 60시간 이상인 자\n\n· 1개월 미만 일용근로자*\n                                    X    X       O        O\n(교육공무직원 대체인력, 시간강사 등)\n                                                  X\n· 초단시간근로자(주15시간 미만)                 X    X     (3개월 이상    O\n                                                근무시 O)\n\n* 1개월 미만 일용근로자: 근로내용확인 신고서 제출 (고용·산재보험 토탈서비스–민원\n  접수/신고–자격관리–근로내용확인신고)\n\n\n                           - 47 -
2026년도 교육공무직원 등 종합관리계획	48	4-3. 퇴직급여제도	4-3. 퇴직급여제도\n\n ◦ 관련근거\n   ｢근로자퇴직급여 보장법 및 시행령｣\n     -\n\n\n     -   세종특별자치시교육청-전국학교비정규직노동조합 2016년 임금협약서 제9조\n\n ◦ 퇴직급여 대상\n     -   교육공무직원이 퇴직하는 경우 근로자퇴직급여보장법에 의하여 퇴직금 지급\n         다만, 계속근로연수가 1년 미만인 근로자, 4주간을 평균하여 1주간의\n         소정근로시간이 15시간 미만인 근로자의 경우에는 지급하지 않음\n\n ◦ 퇴직급여제도 운영\n  - 최초 가입 시 DB형으로 가능 (임금협약서 제9조)\n  - 각급 학교 및 기관은 퇴직금 관리 대장을 반드시 작성 및 관리(전보에 따른\n         관리대장 이관 철저)하여야 하며, 퇴직금 지급 증빙 서류는 퇴직 후 5년\n         동안 관리\n  - 퇴직금 관리대장은 개인별과 학교 총괄 각각 관리\n                                 퇴직금 관리대장\n                                               최초임용일\n직명                      성명\n                                               DB 기산일\n\n              전년도적립금    퇴직금   적립금    당해연도 적립금     적립금 산출          결   재\n기준       근무\n               (예금이자    지급액   잔 액 총퇴직금      금회적립금 누계액 근거          행정\n일자       연수                                                  담당           교장\n                포함) ①    ②    ③=①-② 예상액 ④   ⑤=④-③ ③+⑤ (비고)        실장\n\n\n◦ 퇴직적립금 운용위원회 운영\n -「근로자퇴직급여보장법」제18조의 2에 의거 퇴직적립금 운용위원회를\n         구성하여 퇴직적립금운용계획 수립\n - 적립금 운용계획서에 따라 적립금 운용 목적 및 방법, 목표수익률, 운용\n         성과등을 평가하고 확정급여형 퇴직연금제도의 안정성과 수익성을 제고함\n\n                                   - 48 -
2026년도 교육공무직원 등 종합관리계획	49	4-3. 퇴직급여제도	◦ 퇴직급여 지급 절차\n     학교                 근로자                근로자                학교\n\n‣ 근로자에게             ‣ 금융기관에             ‣ IRP 계좌 및       ‣ IRP계좌 개설 확인\n                ▶                   ▶                ▶\n  IRP계좌 개설 안내         IRP계좌 개설 신청         퇴직급여 신청서       ‣ 퇴직급여 신청서 확인\n                                          학교에 제출\n                                                         ‣ 퇴직급여 산정서 작성\n                                                               ▼\n\n    근로자                금융기관                교육청                학교\n\n\n                                                         ‣ 교육청으로\n                    ‣ 근로자에게             ‣ 금융기관에\n‣ 퇴직급여 입금 확인 ◀                      ◀               ◀      퇴직급여 지급\n                      퇴직급여 지급             퇴직급여 지급신청\n                                                           신청 공문 발송\n\n\n                                - 49 -
