doc	page	section	body
2026년도 교육공무직원 등 종합관리계획	121	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	제38조(임산부의 보호) ① 임신 중인 특수운영직군 종사자에게 출산 전후를 통하여 90일\n (미숙아 출산의 경우 100일, 다태아의 경우 120일)의 보호휴가를 주어야 한다. 이\n 경우 반드시 출산 후에 45일 이상(다태아의 경우 60일)부여한다.\n ② 임신 중인 여성 특수운영직군 종사자가 유산 또는 사산하는 경우, 근로자가 청구\n 하면 법령이 정하는 사유 및 절차에 따라 휴가를 주여야 한다.\n ③ 출산 전후 휴가기간 중 최초 60일(다태아의 경우 75일)은 통상임금으로 지급하며,\n 나머지 30일은 관련법령에 따라 출산 전후 휴가급여를 받을 수 있도록 협조하며,\n 그 금액의 한도에서 지급책임을 면한다.\n ④ 기관의 장은 임신 중의 여성근로자가 유산·사산의 위험이 있다는 의료기관의 진단서\n 를 제출한 경우, 출산 전 어느 때라도 휴가를 나누어 사용할 수 있도록 하여야 한\n 다. 이 경우 출산 후의 휴가기간은 연속하여 45일 이상(다태아의 경우 60일)이 되어야\n 한다.\n ⑤ 기관의 장은 임신 중의 여성근로자가 유산 또는 사산한 경우로서 당해 여성 근로자\n 가 청구하는 경우 「근로기준법」에 따른 유산·사산휴가를 주어야 한다. 특수운영\n 직군 종사자의 출산전후휴가, 임산부 정기건강진단 및 임신기 근로시간 단축, 육아시간\n 등의 임산부 보호에 관한 사항은 「근로기준법」에서 정하는 바에 따른다.\n ⑥ 기관은 출산 전후 휴가 사용을 이유로 불이익한 처우를 할 수 없다.\n\n\n제39조(육아기 근로시간 단축) ① 육아기 근로시간 단축에 관한 사항은 「남녀고용평등\n 과 일·가정 양립 지원에 관한 법률」 및 같은 법 시행령을 따른다.\n ② 세부운영사항은 총괄부서가 정하는 별도 지침에 따른다.\n ③ 삭제 <2021.5.1.>\n ④ 삭제 <2021.5.1.>\n ⑤ 삭제 <2021.5.1.>\n\n\n제40조(육아시간 등) ① 교육청은 생후 1년 미만의 유아를 가진 여성 조합원이 청구하\n 면 1일 2회, 각각 30분 이상의 유급 수유시간을 주어야 한다.\n ② 만 8세 또는 초등학교 2학년 이하의 자녀를 가진 근로자는 36개월의 범위에서 자\n 녀돌봄, 육아 등을 위한 1일 최대 2시간의 유급 육아시간을 사용할 수 있다. 다만, 1항\n 의 유급 수유시간을 사용하는 여성 근로자의 경우 육아시간은 유급 수유시간을 포함\n 하여 1일 최대 2시간으로 한다.\n ③ 육아시간은 ‘육아휴직’ 또는 ‘육아기근로시간 단축’ 중이 아닌 기간에 별\n 도로 부여한다.\n\n\n                       - 121 -
2026년도 교육공무직원 등 종합관리계획	122	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	제6장 임       금\n\n\n제41조(임금의 형태 및 지급방법) ① 특수운영직군 종사자의 임금은 월급제로 하며,\n 기본급 및 각종 수당으로 구성한다. 단, 1주 15시간 미만으로 근무하는 특수운영직군\n 종사자의 경우에는 시급제로 한다.\n ② 임금은 매월 초일부터 말일까지를 산정기간으로 하여 매월 17일에 지급한다.\n ③ 월급제 근로자나 매월 임금을 지급하는 경우, 월중 입·퇴사등 신분변동이나 결근 등\n 의 사유가 발생한 경우 일할계산하며, 근로를 제공하지 않은 시간에 대해 기지급한 임금이\n 있는 경우 공제한다.\n ④ 기관의 장은 다음 각 호를 제외하고는 임금에서 공제할 수 없다.\n 1. 근로소득세, 주민세\n 2. 건강(장기요양), 국민, 고용보험료 근로자 부담금\n 3. 기타 법령에 의하거나 노사합의에 의해 공제되는 금액\n ⑤ 제2항의 규정에도 불구하고 당사자 간 협의로 다른 일자에 지급할 수 있다.\n\n제42조(결근 시 임금의 감액) ① 특수운영직군 종사자가 다음 각 호에 해당하는 때에는\n 임금에서 공제한다. 다만 특수운영직군 종사자가 제33조의 연차유급휴가로 대체를 원할\n 경우 그러하지 아니한다.\n 1. 제25조에서 정한 근로일에 결근한 때\n 2. 제26조에서 정한 근로시간에 미달하게 근무한 경우에 그 미달 시간의 합이 1일\n  근로시간에 달한 때\n ② 제1항에 해당하는 일수가 연차유급휴가일수를 초과하는 경우에는 초과일 및 해당 주의\n 주휴일에 대한 임금을 감액하여 지급한다.\n\n\n제43조(연장․야간 및 휴일근로수당) 특수운영직군 종사자가 제27조에 따라 연장·야간 및\n 휴일근로를 한 경우 「근로기준법」에 따라 통상임금의 100분의 50을 가산하여 지급\n 한다.\n\n\n                       - 122 -
2026년도 교육공무직원 등 종합관리계획	123	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	제7장 퇴직․해고 등\n\n\n제44조(퇴직) ① 특수운영직군 종사자가 퇴직하고자 하는 때에는 퇴직희망일 30일 전까지\n 채용기관의 장에게 사직원을 제출하여야 한다.\n② 제1항에도 불구하고 채용기관의 장은 업무의 인수인계 등 부득이한 사유가 있는 때\n 에는 퇴직희망일 이후의 날짜를 정하여 퇴직하게 할 수 있다. 단, 이 경우에도 사직원이\n 채용기관의 장에게 도달한 날부터 30일을 초과할 수 없다.\n③ 특수운영직군 종사자가 사망하였을 경우에는 그 사망한 날을 퇴직일로 한다.\n\n\n제45조(해고) ① 채용기관의 장은 특수운영직군 종사자가 다음 각 호의 어느 하나에 해당\n 하는 경우에 근로계약을 해지하여야 한다.\n 1. 거짓 또는 부정한 방법으로 채용된 사실이 적발된 경우\n 2. 해당 직무를 수행할 수 없을 정도의 신체 또는 정신상의 이상이 있는 경우. 다만,\n   업무상 질병 또는 부상으로 신체 또는 정신상의 이상이 발생한 경우에는 그러하지\n   아니하다.\n 3. 제8조에서 정하는 채용결격사유에 해당하는 경우\n 4. 휴직기간이 끝나거나 휴직사유가 소멸되었음에도 불구하고 복직하지 아니한 경우\n 5. 그 밖에 직무수행에 필수적인 자격증의 효력이 없어지거나 면허가 취소되어 담당\n    직무를 수행할 수 없는 경우\n 6. 근로관계를 유지할 수 없는 등 불가피한 사정이 발생한 경우\n ② 채용기관의 장은 학생 수나 학교 수 감소 등 행정수급 변화로 인한 업무량의 축소,\n 직제개편 등으로 인해 인원감축이 불가피하여 특수운영직군 종사자와의 근로계약을 해지\n 하는 경우에는 「근로기준법」제24조에서 정하는 바에 따른다.\n\n\n제46조(해고의 통지) 채용기관의 장은 특수운영직군 종사자와 근로계약을 해지하는 경우\n 에는 계약해지일 30일 전에 서면으로 그 사유 및 날짜를 기재하여 특수운영직군 종사자에게\n 예고하여야 하며, 30일 전에 예고를 하지 아니하였을 경우에는 30일분의 통상임금을 지급\n 하여야 한다. 다만, 「근로기준법」제26조 단서 및 같은 법 시행규칙 제4조에 따른 경우에는\n 그러하지 아니한다.\n\n제47조(정년) ① 아래 각 호에 대하여는 정년을 만 60세로 한다.\n 1. 시설관리원\n 2. 기숙사 사감\n 3. 주간경비원\n ② 아래 각 호에 대하여는 정년을 만 65세로 한다.\n 1. 환경실무사\n 2. 당직원\n\n                        - 123 -
2026년도 교육공무직원 등 종합관리계획	124	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	③ 본 조에 따른 정년을 적용할 때 퇴직시점은 아래와 같이 한다.\n 1. 본청 및 직속기관 근로자 : 정년에 이른 날이 1월~6월 사이에 있는 경우 6월 말일, 7월~12월\n 사이에 있는 경우 12월 말일\n 2. 학교 근로자 : 정년이 이른 날이 3월~8월 사이에 있는 경우 8월 말일, 9월~다음 년도\n 2월 사이에 있는 경우 2월 말일\n\n\n                       제8장 퇴직급여\n\n\n제48조(퇴직급여제도) ① 기관의 장은 특수운영직군 종사자가 근로계약기간 1년 이상을 근무\n 하고 퇴직하는 때에는 근로계약기간 1년에 대하여 30일분의 평균임금을 퇴직금으로 지급\n 한다.\n ② 기관의 장은 제1항의 퇴직금을 지급하는 대신 「근로자퇴직급여 보장법」제4조에 따라\n 도입된 퇴직연금을 지급할 수 있다\n\n\n제49조(중간정산) 기관의 장은 특수운영직군 종사자가 「근로자퇴직급여 보장법 시행령」제3조\n 에서 정한 사유로 퇴직금 중간정산을 요구하는 경우에는 퇴직하기 전이라도 계속 근로\n 기간에 대한 퇴직금을 미리 정산하여 지급할 수 있다. 이 경우 미리 정산하여 지급한 후의\n 퇴직금 산정을 위한 계속 근로기간은 정산시점부터 새로이 기산한다.\n\n\n                      제9장 표창 및 징계\n\n\n제50조(표창) 다음 각 호의 어느 하나에 해당하는 특수운영직군 종사자에 대하여는 표창\n 할 수 있다.\n 1. 근무실적이 탁월한 자\n 2. 교육발전에 크게 공헌한 자\n 3. 선행 등으로 대외적으로 본청 및 각급기관의 명예를 높인 자\n\n\n제51조(징계사유) ① 특수운영직군 종사자에게 다음 각 호의 어느 하나에 해당하는 사\n 유가 발생하였을 때에는 인사위원회의 의결을 거쳐 징계할 수 있다.\n 1. 업무상 방해 또는 민원을 야기하거나 고의 또는 중대한 과실로 재산상 손실을 초\n    래하거나 기관의 명예를 손상한 경우\n 2. 기관의 장의 명령이나 지시를 위반하였을 때\n\n                           - 124 -
2026년도 교육공무직원 등 종합관리계획	125	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	3. 허위보고, 허위 문서작성, 문서 위변조 또는 파기 등 부정한 행위를 한 경우\n 4. 직무태만 또는 회계질서 문란 등 성실 의무를 위반하거나 직무 관련자로부터 금품\n  수수, 향응 등을 제공받은 경우\n 5. 근로계약상 이행하기로 한 업무를 수행하지 않거나 소홀히 하였을 때\n 6. 기관장의 승인 없이 결근·지각·조퇴·근무장소 이탈 등 근무 태도가 불량 한\n    경우\n 7. 제61조의 직장 내 괴롭힘 행위를 한 자\n 8. 성희롱·성폭력 등 성 관련 비위행위 또는 음주운전을 한 자\n 9. 그 밖에 위의 각 호에 준하는 징계사유에 해당한다고 판단된 경우\n② 징계 사유에 대한 입증책임은 징계를 요청한 측에 있다.\n\n\n제52조(징계의 종류) ① 근로자에 대한 징계는 해고·정직·감봉·견책으로 하며, 징계가\n 아닌 신분상 처분은 경고·주의로 구분한다.\n ② 징계의 효력은 다음과 같다.\n 1. 해고는 근로계약을 해지하는 것으로 한다.\n 2. 정직은 1개월 이상 3개월 이하의 기간으로 하고, 그 기간 중 근로자의 신분은 유지\n    하나 직무에 종사하지 못하며 임금은 지급하지 아니한다.\n 3. 감봉은 1개월 이상 3개월 이하의 기간 동안 급여를 감액하되 1회의 금액은 평균\n  임금의 1일분의 2분의 1을, 총액이 월 임금총액의 10분의 1을 초과하지 못한다.\n 4. 견책은 과실에 대하여 서면으로 결과를 통보한다.\n 5. 경고는 과실에 대해 경고장을 교부한다.\n 6. 주의는 과실에 대해 주의촉구서를 교부한다.\n 7. 징계사유는 있으나 정상참작 등으로 징계하지 아니한 경우에는 해당 특수운영직군\n  종사자에게 서면으로 경고하여야 한다.\n③ 제2항 제1호에서 제4호의 경우 인사위원회의 의결을 거친다.\n\n\n제53조(직위해제) ① 채용기관의 장은 다음 각 호의 어느 하나에 해당하는 특수운영직군\n 종사자에 대하여는 업무를 부여하지 아니할 수 있다.\n 1. 징계의결이 요구되고 있는 사람\n 2. 형사사건으로 기소된 사람(약식명령이 청구된 사람은 제외한다)\n  3. 성범죄 및 아동학대 관련 범죄로 감사부서나 수사기관으로부터 조사ㆍ수사 중인 사람\n ② 채용기관의 장은 특수운영직군 종사자에게 제1항 각 호에 따른 사유가 소멸되면\n 지체 없이 직위를 부여하여야 한다.\n ③ 직위해제 기간의 임금은 평균임금의 70%로 한다.\n\n\n제54조(징계절차) 징계절차 및 양정에 관하여는 교육공무직원 취업규칙을 준용한다.\n\n\n제55조(손해배상) 근로자가 고의 또는 중대한 과실로 재산상의 손해를 끼친 때에는 그\n 손해액을 배상하여야 한다.\n\n                       - 125 -
2026년도 교육공무직원 등 종합관리계획	126	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	제10장 교육 및 성희롱의 예방\n\n\n제56조(직무연수) ① 근로자의 자질향상 및 행정업무수행의 능률을 높이기 위하여 적절한\n 직무연수를 실시할 수 있다.\n ② 직무수행에 필요하다고 인정하는 경우에 근로자로 하여금 각종 연수에 참가하게 할 수\n 있으며 연수 경비를 지원할 수 있다.\n ③ 교육시간 및 직무와 관련된 교육시간은 근로시간에 통산한다.\n\n\n제57조(직장 내 성희롱예방) ① 직장 내 성희롱을 예방하고 근로자가 안전한 근로환경에서\n 일할 수 있는 여건 조성을 위하여 직장 내 성희롱 예방교육을 실시하며, 직장 내 성희롱을\n 한 자에 대해 징계 등에 준하는 조치를 한다.\n ② 직장 내 성희롱과 관련하여 그 피해 근로자에게 고용상의 불이익한 조치를 하여서는\n 아니 된다.\n\n\n제58조(직장 내 성희롱 예방교육) 직장 내 성희롱 예방교육에는 다음 각 호의 내용이 포함\n 되어야 한다.\n 1. 직장 내 성희롱에 관한 법령\n 2. 직장 내 성희롱 예방에 대한 본청의 방침 등에 관한 사항\n 3. 직장 내 성희롱 발생 시의 처리 절차 및 조치 기준\n 4. 직장 내 성희롱 피해 근로자의 고충상담 및 구제절차\n 5. 기타 직장 내 성희롱 예방에 필요한 사항\n\n\n제59조(직장 내 성희롱에 대한 조치) 직장 내 성희롱 피해 근로자로부터 고충의 신고를\n 받은 때에는 그 자율적인 해결을 위하여 노력하여야 하며, 자율적으로 해결되지 아니한\n 경우에는 지방노동관서에 그 고충의 해결에 대한 필요한 조언, 지도 또는 권고 등 지원을\n 받아 해결하도록 한다.\n\n\n제60조(직장 내 괴롭힘 행위의 금지) 직장 내 괴롭힘이란 직장에서의 지위 또는 관계\n 등의 우위를 이용하여 업무상 적정 범위를 넘어 다른 특수운영직군 종사자에게 신체\n 적·정신적 고통을 주거나 근무환경을 악화시키는 행위를 하여서는 아니 된다.\n\n\n제61조(금지되는 직장 내 괴롭힘 행위) ① 금지되는 구체적인 직장 내 괴롭힘 행위는 다\n 음 각 호와 같다.\n\n                         - 126 -
2026년도 교육공무직원 등 종합관리계획	127	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	1. 신체에 대한 직접적인 폭행 및 물건을 던지거나 책상을 치는 등 위협을 가하는\n 행위\n 2. 욕설이나 폭언, 징계 위협, 전보의 종용, 업무상 불이익을 예고하는 행위\n 3. 상급자가 특정한 노동자의 따돌림을 종용하거나 다수가 특정한 노동자를 따돌리\n 는 행위\n 4. 회식·음주·흡연 또는 금연을 강요하는 행위, 비품 등을 사비로 구매시키는 행위,\n 본인 의사에 반하여 장기자랑·경연대회 등 참가를 요구하거나 체육행사·단합대회 등\n 비업무적인 행사를 강요하는 행위\n 5. 정당한 이유없이 교육·훈련, 보상, 일상적 대우 등에서의 차별 행위\n 6. 업무와 무관한 사적 업무의 지시 및 그 거부에 따른 불이익\n 7. 정당한 이유 없이 업무와 관련된 중요한 정보나 의사결정 과정에서 배제하거나, 근로\n 계약서 등에 명시되어 있는 업무와 무관한 일을 지시하거나 허드렛일만 시키는 행위\n 8. 업무를 가르치면서 학습능력 부족 등을 이유로 괴롭히는 행위\n 9. 정당한 이유없이 휴가·병가·휴직 등 법령, 단체협약 및 취업규칙 등으로 사용이 보장 된\n 쉴 권리 행사를 강제 또는 제한하거나 비하하는 행위\n 10. 그밖에 업무의 적정범위를 넘어 노동자에게 신체적․정신적 고통을 주거나 근무환\n 경을 악화시키는 행위\n② 교육청은 직장 내 괴롭힘 방지를 위해 예방조치부터 사후 조치까지 포괄적인 조치\n를 마련한다.\n③ 교육청은 직장 내 괴롭힘 방지를 위한 제도를 전 구성원들에게 안내한다.\n④ 교육청은 전보, 인력 구조조정, 성과압박, 노동 강도 강화, 노동조합 탄압 목적으로\n직장 내 괴롭힘 행위를 하거나 이를 방치해서는 안 된다.\n\n\n제62조(직장 내 괴롭힘 예방교육) 교육청은 직장내 괴롭힘 예방을 위한 교육을 실시한\n 다.\n\n\n제63조(직장 내 괴롭힘 행위 발생 시 조치) ① 누구든지 직장 내 괴롭힘 발생 사실을\n 알게 된 경우 그 사실을 교육청에 신고할 수 있다.\n ② 교육청은 전항에 따른 신고를 접수하거나 직장 내 괴롭힘 발생 사실을 인지한 경\n 우에는 지체 없이 그 사실 확인을 위한 조사를 실시한다.\n ③ 교육청의 직장 내 괴롭힘 행위에 관한 조사 및 조치에 관한 구체적인 절차는 별\n 도로 정한다.\n\n\n제64조 (직장 내 괴롭힘 피해자의 보호) ① 교육청은 직장 내 괴롭힘이 인정된 경우\n 피해자가 요청하면 근무 장소의 변경, 배치전환, 유급휴가 명령 등 적절한 조치를 한\n 다. 이 경우 피해근로자등의 의사에 반하는 조치를 하여서는 아니 된다.\n\n\n                         - 127 -
2026년도 교육공무직원 등 종합관리계획	128	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	② 교육청은 피해자의 피해 복구를 위해 심리상담 등 필요한 지원을 한다.\n ③ 교육청은 사건이 종결된 때부터 2년 간 반기별로 해당 사건의 행위자에 의한 직\n 장 내 괴롭힘 재발 여부, 피해자에 대한 불이익 처우 등이 발생하지 않는지 모니터\n 링하고 피해자를 지원한다.\n\n\n제65조(직장 내 괴롭힘 가해자 징계) ① 교육청은 직장 내 괴롭힘 행위자에 대\n 하여는 관련법 및 규정에 따라 징계 등이 이루어지도록 한다.\n ② 교육청은 직장 내 괴롭힘 사건을 은폐하거나 피해자, 신고자 또는 사건 관\n 련 진술자 등에게 신고 등을 이유로 또 다른 직장 내 괴롭힘 행위를 한 경우\n 관련법 및 규정에 따라 징계 등이 이루어지도록 한다.\n\n\n제66조 (재발방지조치 등) ① 교육청은 사건이 종결하면 직장 내 괴롭힘 행위의 재발\n 방지를 위하여 필요한 대책을 수립 시행한다.\n ② 교육청은 직장 내 괴롭힘 행위의 재발 방지를 위하여 필요하다고 인정되는 경우 직장\n 내 괴롭힘 행위자에 대하여 상담을 실시하거나 교육 수강 명령을 할 수 있다.\n\n\n                 제11장 안전보건 및 재해보상\n\n\n제67조(안전수칙의 준수) 근로자는 산업재해 예방을 위하여 다음 사항을 준수하여야 한다.\n 1. 근로안전 및 보건관리에 관한 규칙과 지시에 복종할 것\n 2. 항상 직장의 정리정돈을 하고 재해발생을 사전에 방지하도록 노력할 것\n 3. 안전장치, 소화설비, 위생설비, 기타 위생방지를 위한 시설물을 허가 없이 제거, 변경 또는\n  그 효력을 상실하게 하는 행위를 하지 말 것\n 4. 근무 전후에는 사무실의 각종 기구(컴퓨터, 사무용품, 전열기구 등)에 대한 점검을 하고\n  근무 중에는 본청 근무방침에 의한 각종 사항을 엄수할 것\n 5. 정하여진 장소 이외에서는 허가 없이 화기를 사용하거나 흡연하지 말 것\n 6. 항상 작업장을 청결히 하고, 폐기물은 일정한 장소에 내어놓을 것\n 7. 본청에서 요구하는 건강진단, 전염병 예방주사 등을 받을 것\n\n\n제68조(비상재해) ①근로자는 화재 및 기타 비상재해가 발생할 위험이 있음을 알았을 때\n 또는 이를 발견한 때에는 즉시 필요한 조치를 취하는 동시에 그 사실을 채용권자에게\n 통보하여야 한다.\n ② 비상재해가 발생하였을 경우에는 직원 간 상호 협력하여 그 피해를 최소한으로 억제하도록\n\n                        - 128 -
2026년도 교육공무직원 등 종합관리계획	129	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	노력하여야 한다.\n\n\n제69조(질병자의 근로금지ㆍ제한) ①법정 전염병, 정신병, 기타 노동부령이 정하는 질병에\n 걸린 자는 취업을 금지한다.\n ② 근로자는 업무상 상병 또는 위험한 전염병이 발생한 것을 알았을 때는 채용권자에게 보고\n 한다.\n\n\n제70조(재해보상) 근로자가 업무상 부상 및 질병에 걸릴 때는 「산업재해보상보험법」의\n 규정에 의한 재해보상을 행한다. 다만, 3일 이내의 요양을 요하는 업무상 재해에 대하여\n 는 「근로기준법」에 따라 필요한 요양을 행하거나 필요한 요양비를 부담하여야 한다.\n\n\n제71조(감정노동으로 인한 건강장해 예방조치) ① ‘감정노동’은 학부모나 학생 등을\n 직접 또는 유선 등으로 상대하거나, 업무상 말투나 표정, 몸짓 등 드러나는 감정을\n 표현해야 하거나 반대로 감정을 억누르고 통제하는 일을 수반하는 노동을 의미한다.\n② 교육청은 감정노동으로 인한 직업병을 예방할 의무가 있고, 감정노동을 하는 조합원을\n 보호하기 위해 폭언 등을 하지 않도록 요청하는 문구나 홍보물을 게시하거나 음성안내\n 를 하여야 한다.\n③ 교육청은 주로 학부모, 학생 등을 직접 대면하는 업무를 수행하는 조합원이 폭언, 폭\n 행, 그 밖에 적정 범위를 벗어난 신체적·정신적 고통을 유발하는 행위(이하 ‘폭언\n 등’이라 한다)로 인한 건강장해를 예방하기 위하여 필요한 조치를 하도록 노력한다.\n④ 교육청은 학부모 또는 학생 등의 폭언 등으로 조합원에게 건강장해가 발생하거나 발생\n 할 현저한 우려가 있는 경우에는 해당 조합원이 즉시 작업을 중지하고 현장을 이탈할\n 수 있도록 해야 한다. 또한, 정상적으로 업무에 복귀할 수 있도록 충분한 휴게시간을 부\n 여한다.\n⑤ 교육청은 조합원이 필요한 조치를 요구하거나 제4항에 따른 조치를 취했을 경우 이를\n 이유로 징계, 해고 등 고용상의 불이익 조치 및 임금 등 근로조건을 포함하여 일체의\n 부당한 처우를 해서는 아니 된다.\n⑥ 교육청은 감정노동 예방을 위한 교육을 실시하도록 노력한다.\n⑦ 감정노동을 하는 조합원을 보호하기 위한 세부 사항은 「산업안전보건법」 제41조(고\n 객의 폭언 등으로 인한 건강장해 예방조치 등)를 준용한다.\n\n\n제72조(감염성 질환으로부터 보호) ① 교육청은 감염병의 조기 발견 및 예방을 위한 방역물\n 품 기준에 근거하여 방역 물품을 각급학교에 적정 수량 비치하고, 소독과 방역 등의 위\n 생강화 조치를 실시한다.\n② 조합원의 감염병 판정으로 격리, 치료 등에 소요되는 기간에 대하여 병가 등을 활용하\n 여 보호한다.\n\n\n                       - 129 -
2026년도 교육공무직원 등 종합관리계획	130	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	③ 조합원이 감염성 질환으로 판정되어 산재 신청 시 적극 협조하여야 한다.\n④ 신종 감염성 질환의 예방과 관련해 조합원 복무와 근로조건에 관한 사항은 지방공무원\n 지침을 준용하여 마련한다.\n⑤ 교육청은 「재난 및 안전관리 기본법」에 따른 ‘감염병’ 관련 조치 시 임산부나 기\n 저질환자에 대한 대책을 포함한다.\n⑥ 교육청은 감염병 예방관련 법령과 지침 등을 근거로 특별 복무지침을 시행할 수 있고\n 확진자, 접촉자, 자가격리 대상자 등에 대한 복무를 포함한다.\n\n\n                       제12장 기타\n\n\n제73조(취업규칙의 비치) 각급 기관은 본 규칙을 특수운영직군 종사자의 근무 장소 등에\n 비치하여 특수운영직군 종사자들이 자유롭게 열람할 수 있도록 한다.\n\n\n 제74조(취업규칙의 개정) 본 규칙을 개정할 때에는 「근로기준법」제94조에서 정하는\n 바에 따른다.\n\n\n                        부    칙\n\n\n제1조(시행일) 이 규칙은 2018년 7월 1일부터 시행한다.\n\n\n제2조(직고용으로 전환된 자에 대한 경과조치) 제47조에도 불구하고 노사 및 전문가 협의기\n 구를 통해 기존 용역근로자에서 직접 고용으로 전환된 자에 한해서는 건강상태, 결격사\n 유 및 전년도 근무 실적 등에 따라 전환일로부터 별표 1과 같이 근로계약을 체결한다.\n\n\n제3조(정년퇴직자의 재채용) 노사 및 전문가협의기구를 통해 기존 용역근로자에서 직접 고용\n 으로 전환된 자에게 한해서 건강상태 및 근무실적이 우수한 근로자에 대하여 운영부서(학교장,\n 직속기관장 등) 및 사업부서의 요청이 있을 경우 총괄부서(정원관리부서)의 사전 심사 후 승인을\n 받아 기간제 근로자로 재채용 할 수 있다.\n\n\n제4조(관련 규정 등의 준용) 이 규정에 정함이 없는 사항 및 법령이 개정되는 경우에는 관련\n 법령에서 정하는 바를 준용한다.\n\n\n                        - 130 -
2026년도 교육공무직원 등 종합관리계획	131	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	부    칙\n\n\n제1조(시행일) 이 규칙은 2021년 5월 1일부터 시행한다.\n\n\n                         부    칙\n\n\n제1조(시행일) 이 규칙은 2022년 10월 31일부터 시행한다.\n\n                         부    칙\n\n\n제1조(시행일) 이 규칙은 2024년 4월 3일부터 시행한다.\n\n                         부    칙\n\n제1조(시행일) 이 규칙은 2025년 11월 4일부터 시행한다.\n\n\n                         - 131 -
2026년도 교육공무직원 등 종합관리계획	132	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	[별표 1]\n\n\n         특수운영직군 종사자 경과조치 기간(부칙 제2조 관련)\n\n\n  직종        경과조치(기준: 전환일)        직종       경과조치(기준: 전환일)\n\n\n         만60세~만64세 퇴직후 기간제 5년          만55세~만59세 퇴직후 기간제 5년\n\n\n         만65세~만66세 기간제 5년              만60세~만61세 기간제 5년\n  환경\n                                시설관리\n 실무사\n         만67세~만68세 기간제 4년              만62세~만63세 기간제 4년\n\n\n         만69세 이상   기간제 3년              만64세 이상   기간제 3년\n\n\n         만64세이하    퇴직후 기간제 5년\n\n\n         만65세~만70세 기간제 5년\n  당직                            주간경비원 전환 시점 이후 2년\n         만71세~만72세 기간제 4년\n\n\n         만73세 이상   기간제 3년\n\n\n ※ 연령적용 시점 : 전환일\n\n\n                            - 132 -
2026년도 교육공무직원 등 종합관리계획	133	▪ (참고2) 세종특별자치시교육청 특수운영직군 종사자 취업규칙	[별표 2]\n\n\n                     탄력적 근로시간제 운영기준\n\n\n[   세종국제고등학교 소속 기숙사 사감]\n\n① 다음 각 호에 정하는 바에 따라 2주 단위 탄력적 근로시간제를 시행한다.\n\n\n    1.   적용대상: 기숙사 사감 중 2교대 근무를 수행하는 종사자\n    2.   주당 근무 시간: 첫째 주 45시간, 둘째 주 35시간\n\n\n         기숙사 사감                근무 형태               근무 시간\n\n          첫째 주         주중[격일 3일(월, 수, 금), 27시간],\n                                                    시간\n                                                   45\n           (A조)        주말(2일, 18시간), 주휴일(화요일)\n          둘째 주          주중[격일 2일(화, 목) 18시간],\n                                                    시간\n                                                   35\n           (B조)         주말(2일 17시간), 주휴일(수요일)\n           총                       2주               시간\n                                                   80\n\n\n② 제1항에 따라 근로자가 첫째 주에 45시간을 근무하는 경우 1일 8시간을 초과한 근무\n    시간에 대해서는 가산수당을 지급하지 아니한다.\n\n\n③ 본 제도의 유효기간은 시행일부터 1년간으로 하되, 유효기간 만료 1개월 전까지 운영\n    부서의 개정 관련 별도의 요청이 없는 경우 1년간 자동 갱신되는 것으로 하며 그 이후\n    에도 또한 같다.\n\n\n                               - 133 -
